face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces\15_face0.jpg,Indian,Indian,Female,60-69,"[1.5219349e-04 4.1652597e-02 1.5425811e-03 1.6028250e-03 3.5651028e-02
 9.1936934e-01 2.9453517e-05]",[1.0749489e-04 8.2499154e-02 2.3424383e-01 6.8314952e-01],[0.02733121 0.9726688 ],"[6.06583671e-06 4.82424730e-05 1.77729074e-04 5.13056759e-04
 7.89204333e-03 6.13096803e-02 3.04235637e-01 5.08182526e-01
 1.17635116e-01]"
detected_faces\160_face0.jpg,Black,Black,Female,20-29,"[1.4892515e-03 6.9044203e-01 1.4760407e-02 6.6780340e-05 3.1417047e-04
 2.9167104e-01 1.2564419e-03]",[2.2705847e-03 6.9065249e-01 1.5559488e-04 3.0692139e-01],[0.02310017 0.9768998 ],"[3.5731180e-05 1.2324851e-02 1.3258412e-01 5.8400106e-01 2.3347294e-01
 3.4008369e-02 3.3748832e-03 1.8644410e-04 1.1632986e-05]"
detected_faces\161_face0.jpg,White,White,Female,20-29,"[8.26755822e-01 1.29745819e-03 3.34801935e-02 1.77930817e-02
 1.02882963e-02 2.49188044e-04 1.10135995e-01]",[0.9117591  0.02797054 0.05368536 0.00658502],[0.01289812 0.98710185],"[1.2892731e-05 1.6372438e-03 6.1594941e-02 5.7047236e-01 2.9476735e-01
 6.4490810e-02 6.1324658e-03 7.9834723e-04 9.3522314e-05]"
detected_faces\162_face0.jpg,White,White,Female,20-29,"[9.7896546e-01 2.5844058e-05 2.0539735e-03 2.4068127e-04 4.1260663e-04
 3.0418711e-05 1.8270990e-02]",[9.9821347e-01 3.6518154e-04 8.1919582e-04 6.0213747e-04],[7.1882975e-04 9.9928117e-01],"[7.2577421e-08 1.1020438e-05 9.7323125e-03 5.0805461e-01 4.5170638e-01
 2.9750742e-02 7.2143442e-04 2.2733535e-05 7.0267714e-07]"
detected_faces\163_face0.jpg,Southeast Asian,Asian,Male,20-29,"[4.4003838e-05 2.8753474e-02 3.5901309e-03 7.0116885e-02 8.9487857e-01
 2.6034194e-03 1.3560556e-05]",[2.8220307e-05 5.8417027e-03 9.7898889e-01 1.5141191e-02],[0.99196553 0.00803443],"[4.8560423e-07 1.8316997e-03 4.4478577e-01 5.3075063e-01 2.2093574e-02
 5.3009513e-04 6.9114412e-06 6.6901572e-07 7.4556169e-08]"
detected_faces\164_face0.jpg,East Asian,Asian,Female,20-29,"[1.3145794e-03 1.3215320e-05 2.3423601e-03 8.5290653e-01 1.4292026e-01
 1.3222196e-04 3.7084342e-04]",[1.4862395e-02 2.4187111e-05 9.8400360e-01 1.1097806e-03],[0.35582253 0.64417744],"[5.5515318e-07 2.7842689e-05 1.0770140e-02 5.7899368e-01 3.8328141e-01
 2.6236139e-02 6.4667541e-04 4.2761509e-05 7.6219510e-07]"
detected_faces\165_face0.jpg,Southeast Asian,White,Female,50-59,"[2.2910066e-01 1.3048897e-04 2.6729879e-01 1.2908268e-01 3.3729461e-01
 1.6821999e-02 2.0270895e-02]",[5.6987715e-01 1.4037390e-04 4.0753546e-01 2.2447029e-02],[8.9147408e-04 9.9910855e-01],"[1.9339808e-05 2.1940074e-03 6.0584792e-03 5.6244093e-03 3.8716473e-02
 1.7026719e-01 4.4696867e-01 2.7583149e-01 5.4319978e-02]"
detected_faces\166_face0.jpg,East Asian,Asian,Female,3-9,"[0.02173474 0.00243088 0.04573055 0.55043125 0.36986467 0.00846965
 0.00133834]",[0.02076674 0.00563506 0.95920706 0.01439116],[0.1541597 0.8458403],"[3.8400644e-01 6.1170626e-01 2.6797436e-03 6.9813331e-04 6.5096968e-04
 2.0356908e-04 4.2069099e-05 1.1206007e-05 1.6732336e-06]"
detected_faces\167_face0.jpg,Latino_Hispanic,White,Female,20-29,"[0.23486201 0.00106316 0.55270565 0.01699857 0.03632741 0.00510331
 0.1529399 ]",[0.9132414  0.02322713 0.05466513 0.00886638],[5.976067e-04 9.994024e-01],"[8.0895859e-07 2.3074509e-04 5.9657790e-02 5.0282604e-01 3.8908350e-01
 4.7109954e-02 1.0702532e-03 2.0652487e-05 2.6465364e-07]"
detected_faces\168_face0.jpg,Middle Eastern,Indian,Female,20-29,"[1.8990481e-03 2.1503578e-05 1.2539332e-03 7.7762481e-05 3.2282095e-02
 1.4555950e-02 9.4990969e-01]",[0.1847903  0.00156279 0.04254126 0.77110565],[1.00120196e-04 9.99899864e-01],"[1.4387949e-07 4.5104389e-05 4.0020976e-02 7.1274239e-01 2.1728446e-01
 2.9399574e-02 4.8142456e-04 2.3897761e-05 1.9174015e-06]"
detected_faces\169_face0.jpg,East Asian,Asian,Female,20-29,"[1.5682379e-04 2.2412780e-05 2.0184238e-04 9.6337914e-01 3.6200024e-02
 2.5280973e-05 1.4440723e-05]",[3.9631939e-03 3.5663534e-04 9.9551702e-01 1.6313251e-04],[0.1650032 0.8349968],"[2.5489462e-07 9.6269585e-05 1.3311063e-01 8.0873424e-01 5.6779381e-02
 1.2696768e-03 8.9808409e-06 5.4335942e-07 2.6055840e-08]"
detected_faces\16_face0.jpg,Middle Eastern,White,Female,30-39,"[7.4114181e-02 1.2395754e-03 3.1745993e-02 1.3707811e-04 2.5790470e-04
 4.3907133e-03 8.8811457e-01]",[0.9601236  0.00980227 0.02010104 0.00997316],[0.01783142 0.9821686 ],"[3.1199877e-06 1.5786182e-04 1.7518979e-02 2.1140674e-01 4.5304304e-01
 2.7834913e-01 3.6575280e-02 2.7374290e-03 2.0834364e-04]"
detected_faces\170_face0.jpg,Southeast Asian,Asian,Female,20-29,"[0.00585666 0.00079334 0.0065401  0.37131807 0.6130206  0.00138185
 0.00108931]",[1.4653817e-03 8.5279217e-04 9.9693418e-01 7.4760633e-04],[1.7561802e-05 9.9998242e-01],"[3.2804496e-07 3.5413537e-05 1.5138577e-02 6.7665285e-01 2.9254726e-01
 1.5207503e-02 4.0549837e-04 1.2373000e-05 1.8027171e-07]"
detected_faces\171_face0.jpg,White,White,Female,20-29,"[6.6833353e-01 4.5213677e-05 5.2574947e-03 2.6421473e-04 3.0992919e-04
 1.3380806e-04 3.2565588e-01]",[9.9266440e-01 1.9076836e-04 6.6347797e-03 5.1006413e-04],[0.04558706 0.954413  ],"[2.3535160e-05 4.4260612e-03 1.6571362e-01 4.6177936e-01 3.1349522e-01
 5.2717742e-02 1.7117672e-03 1.2619872e-04 6.4781129e-06]"
detected_faces\172_face0.jpg,Southeast Asian,Asian,Male,10-19,"[3.7801286e-04 8.0763601e-04 6.9797840e-03 4.3099725e-01 5.5841577e-01
 2.3186496e-03 1.0294677e-04]",[7.162303e-05 4.913661e-04 9.989243e-01 5.127272e-04],[0.9685906  0.03140938],"[1.4753221e-04 2.9908946e-01 6.7333454e-01 2.4210203e-02 2.7332671e-03
 4.4523893e-04 2.8887596e-05 9.4211173e-06 1.4472856e-06]"
detected_faces\173_face0.jpg,Latino_Hispanic,Indian,Female,20-29,"[0.06113949 0.07121946 0.33346882 0.04697401 0.06389178 0.13150576
 0.2918007 ]",[0.06156942 0.14518683 0.35577196 0.43747184],[0.36282083 0.6371792 ],"[6.0102248e-05 1.0472878e-03 4.1288726e-02 5.4896456e-01 3.3839950e-01
 6.4758986e-02 5.0117895e-03 4.2810605e-04 4.0876639e-05]"
detected_faces\174_face0.jpg,Indian,Indian,Male,70+,"[1.1228349e-02 6.5261256e-03 2.9922670e-02 1.4799416e-04 8.3813258e-03
 7.9183584e-01 1.5195771e-01]",[0.16351457 0.0338766  0.02039466 0.78221416],[0.96270204 0.03729794],"[1.2348863e-06 3.2814901e-06 1.7456958e-05 8.4825515e-05 2.3175593e-04
 1.4708724e-03 1.5200571e-02 2.4299863e-01 7.3999137e-01]"
detected_faces\175_face0.jpg,Indian,Indian,Female,20-29,"[2.7950690e-03 3.4807827e-02 9.9620678e-02 2.6416656e-04 4.2587100e-03
 8.4656549e-01 1.1688036e-02]",[3.5922838e-04 3.1928737e-02 3.0404082e-04 9.6740800e-01],[0.00929865 0.9907014 ],"[5.5604022e-07 8.6496194e-04 2.4773590e-01 6.7167187e-01 7.6850660e-02
 2.8435120e-03 3.1124906e-05 1.3087594e-06 5.0871606e-08]"
detected_faces\176_face0.jpg,White,White,Female,50-59,"[6.7283779e-01 1.5440211e-05 3.6429188e-03 1.1589892e-05 3.4110777e-05
 5.7857670e-04 3.2287946e-01]",[9.9904662e-01 1.5260679e-05 4.6276589e-05 8.9185196e-04],[0.06386324 0.9361367 ],"[2.3020784e-06 1.5458145e-05 4.1158474e-04 3.6984705e-03 3.3305675e-02
 2.2988686e-01 5.1634407e-01 1.8866046e-01 2.7675100e-02]"
detected_faces\177_face0.jpg,White,White,Female,30-39,"[6.5946054e-01 4.3315117e-04 7.4323095e-02 1.2513236e-03 2.3875863e-03
 8.3030174e-03 2.5384137e-01]",[9.5319062e-01 6.9696893e-04 3.0813417e-03 4.3031026e-02],[0.00107571 0.9989243 ],"[4.5296160e-06 3.2087733e-04 1.3177599e-02 3.7152904e-01 4.1743961e-01
 1.7955476e-01 1.6566712e-02 1.3372146e-03 6.9625676e-05]"
detected_faces\178_face0.jpg,White,White,Male,30-39,"[5.3591716e-01 1.9354721e-04 2.8364753e-02 1.6379457e-04 1.4452497e-04
 5.1847501e-03 4.3003145e-01]",[0.99125654 0.00152579 0.00362488 0.00359279],[9.9981630e-01 1.8370678e-04],"[3.0658330e-06 1.7273056e-05 5.7181873e-04 2.6147643e-02 4.7270966e-01
 4.6637705e-01 3.3663705e-02 4.9836206e-04 1.1499293e-05]"
detected_faces\179_face0.jpg,Black,Black,Female,10-19,"[0.04512022 0.5835962  0.3318492  0.00877355 0.00666031 0.00184132
 0.02215924]",[0.14045435 0.46387568 0.3571663  0.0385037 ],[0.2656461 0.7343539],"[9.3278541e-05 8.6235680e-02 7.3437971e-01 1.5157941e-01 2.4905186e-02
 2.6791429e-03 1.0507291e-04 1.9173944e-05 3.3691613e-06]"
detected_faces\17_face0.jpg,Southeast Asian,Asian,Female,20-29,"[2.6239110e-03 1.5464716e-04 9.5931692e-03 4.1192079e-01 5.7335711e-01
 6.2300300e-04 1.7274509e-03]",[3.9426908e-03 6.3866893e-05 9.9537832e-01 6.1512005e-04],[7.9332740e-04 9.9920666e-01],"[5.7494035e-06 1.0706130e-03 1.0044138e-01 7.0588160e-01 1.8346782e-01
 8.9491382e-03 1.7166056e-04 1.1632836e-05 3.6035212e-07]"
detected_faces\180_face0.jpg,Middle Eastern,White,Male,40-49,"[3.7448853e-02 3.1565232e-05 7.9278359e-03 9.5650212e-05 1.1877626e-04
 6.2617054e-03 9.4811565e-01]",[0.5650651  0.00258348 0.00313593 0.42921546],[9.9997956e-01 2.0440151e-05],"[1.3146876e-05 1.0190957e-04 2.9853832e-03 3.5513986e-02 3.1697229e-01
 5.6692821e-01 7.4807115e-02 2.6018030e-03 7.6237295e-05]"
detected_faces\181_face0.jpg,Latino_Hispanic,Asian,Female,20-29,"[0.1980379  0.00485118 0.68850726 0.00922334 0.01165677 0.02579825
 0.06192539]",[0.23790216 0.03962608 0.45522237 0.26724938],[6.3011644e-04 9.9936992e-01],"[4.1228043e-07 3.5346378e-04 1.8269999e-01 7.4993902e-01 6.5978885e-02
 1.0242939e-03 3.8303260e-06 9.1178855e-08 2.6191045e-09]"
detected_faces\182_face0.jpg,Black,Black,Male,30-39,"[7.8502453e-05 9.9806118e-01 7.2612165e-04 1.2402141e-05 2.1612084e-04
 5.6488335e-04 3.4076278e-04]",[8.3256258e-05 9.9427229e-01 3.7756648e-03 1.8688198e-03],[9.999266e-01 7.337638e-05],"[4.0444643e-06 5.6649747e-05 3.3473594e-03 1.3109526e-01 3.9888635e-01
 2.7534008e-01 1.7398843e-01 1.5475361e-02 1.8064629e-03]"
detected_faces\183_face0.jpg,Black,Black,Female,20-29,"[7.1455630e-05 9.9114472e-01 2.3106942e-03 1.2476255e-04 2.2285443e-03
 4.0979194e-03 2.1763017e-05]",[1.1808020e-04 9.9204481e-01 3.3144236e-03 4.5226687e-03],[0.00210007 0.99789995],"[1.97492724e-07 1.65815800e-05 8.23265035e-03 5.47612250e-01
 4.12232429e-01 3.09269633e-02 9.65569925e-04 1.29499385e-05
 3.39602934e-07]"
detected_faces\184_face0.jpg,White,White,Male,20-29,"[8.4370607e-01 1.2171161e-04 2.0247931e-02 3.2284978e-04 5.7710113e-04
 1.2797395e-04 1.3489643e-01]",[9.9852538e-01 4.7362984e-05 6.2766293e-04 7.9960976e-04],[0.99461955 0.00538046],"[2.6445036e-07 3.0887295e-05 7.3552296e-02 8.4417582e-01 8.0233157e-02
 1.9835148e-03 2.2906546e-05 9.7441705e-07 6.1420714e-08]"
detected_faces\185_face0.jpg,Black,Black,Male,3-9,"[3.91668500e-03 9.90466177e-01 3.97433341e-03 1.14886585e-04
 4.61701682e-04 4.46545630e-04 6.19637314e-04]",[3.5234590e-03 9.9495864e-01 1.0463550e-03 4.7150976e-04],[0.8543177  0.14568232],"[2.9796869e-01 6.8887943e-01 9.1266856e-03 2.4018534e-03 1.0690948e-03
 4.6312972e-04 7.6646531e-05 9.9370609e-06 4.5271631e-06]"
detected_faces\186_face0.jpg,Southeast Asian,Asian,Female,40-49,"[0.01284258 0.00224143 0.01301548 0.26975775 0.6996454  0.00119383
 0.00130358]",[2.4379013e-04 7.1931649e-06 9.9973381e-01 1.5151358e-05],[0.05181452 0.94818544],"[1.3262809e-04 2.3602913e-03 9.0346383e-03 5.1332504e-02 2.0398135e-01
 3.6201710e-01 2.9160380e-01 6.7351587e-02 1.2186067e-02]"
detected_faces\187_face0.jpg,Middle Eastern,White,Female,20-29,"[6.4554773e-03 1.2323439e-04 3.0573925e-03 2.6861407e-04 2.2171008e-04
 3.0143575e-03 9.8685920e-01]",[0.96093214 0.01102671 0.01011492 0.01792626],[0.04469096 0.95530903],"[5.0793574e-07 8.7691320e-04 1.8371201e-01 7.6157945e-01 5.2790094e-02
 1.0219715e-03 1.7710527e-05 1.1895654e-06 1.2694350e-07]"
detected_faces\188_face0.jpg,Southeast Asian,Asian,Female,3-9,"[0.01115688 0.00645628 0.2539404  0.1065227  0.43569595 0.1838971
 0.00233072]",[0.02803732 0.00516037 0.7502994  0.21650295],[0.25423756 0.7457624 ],"[6.8446039e-03 9.3321699e-01 5.7910934e-02 1.6667272e-03 3.0788654e-04
 4.6005280e-05 4.7692943e-06 1.8423075e-06 2.1772563e-07]"
detected_faces\189_face0.jpg,East Asian,Asian,Female,3-9,"[4.1868533e-03 3.2535293e-06 3.5428251e-03 9.3334788e-01 5.8080543e-02
 4.3856722e-04 4.0007304e-04]",[5.0416063e-03 7.8175699e-06 9.9332970e-01 1.6208641e-03],[1.4954501e-04 9.9985045e-01],"[5.5592507e-03 9.7728282e-01 1.6381303e-02 6.5082574e-04 1.0242415e-04
 2.0046056e-05 2.5296174e-06 6.2538271e-07 1.8923782e-07]"
detected_faces\18_face0.jpg,East Asian,Asian,Male,40-49,"[3.7298833e-03 1.3181019e-03 7.7259107e-03 5.7400692e-01 4.1134802e-01
 1.3999320e-03 4.7125842e-04]",[8.2052713e-05 3.3785615e-04 9.9923289e-01 3.4716949e-04],[0.88964605 0.11035399],"[2.5428955e-05 4.6776343e-04 1.8987900e-02 1.2986997e-01 3.1749159e-01
 3.5031965e-01 1.5903118e-01 2.1801513e-02 2.0050206e-03]"
detected_faces\190_face0.jpg,East Asian,Asian,Male,10-19,"[6.6498533e-02 4.1726860e-04 7.1912691e-02 6.2176710e-01 2.1127014e-01
 2.4554299e-03 2.5678854e-02]",[1.7885050e-02 3.9419791e-04 9.7841519e-01 3.3055139e-03],[0.9012126 0.0987874],"[6.2999464e-07 8.9618989e-04 6.5771413e-01 3.3580977e-01 5.5059795e-03
 7.2489347e-05 7.8085208e-07 1.0908266e-07 5.7103735e-09]"
detected_faces\191_face0.jpg,East Asian,Asian,Female,20-29,"[8.0240630e-03 2.3520777e-04 5.0054020e-03 9.4386029e-01 4.1934926e-02
 1.7295114e-04 7.6717959e-04]",[1.8370980e-02 3.8687469e-04 9.8083901e-01 4.0312216e-04],[0.00494097 0.995059  ],"[1.8357840e-06 6.1932218e-04 7.7281669e-02 6.6469067e-01 2.2330613e-01
 3.2719173e-02 1.3072620e-03 7.1811031e-05 2.0234977e-06]"
detected_faces\192_face0.jpg,Latino_Hispanic,White,Female,10-19,"[0.193025   0.00058203 0.5107165  0.00057794 0.00151711 0.03675508
 0.25682637]",[0.79085743 0.00348368 0.00885241 0.1968064 ],[0.2093073  0.79069275],"[2.4021390e-05 2.8790909e-01 6.9540995e-01 1.3208989e-02 2.9763253e-03
 4.5427197e-04 1.4803849e-05 2.2222657e-06 2.8353389e-07]"
detected_faces\193_face0.jpg,White,White,Male,60-69,"[8.84460092e-01 2.45252595e-04 6.81617111e-03 2.64207010e-05
 6.66433116e-05 1.15269364e-03 1.07232794e-01]",[9.9812537e-01 2.2536278e-04 1.1809092e-04 1.5312134e-03],[9.9999422e-01 5.7975676e-06],"[1.2424268e-06 6.1575241e-07 3.2909560e-05 3.4667616e-04 2.3436223e-03
 3.2727931e-02 4.0024924e-01 5.2676761e-01 3.7530169e-02]"
detected_faces\195_face0.jpg,Middle Eastern,White,Male,40-49,"[0.3998203  0.03243433 0.1290519  0.00081484 0.00292945 0.01270893
 0.4222402 ]",[0.69173276 0.13621068 0.09250266 0.07955388],[9.993148e-01 6.851522e-04],"[9.7088727e-05 1.9564555e-04 1.1517404e-03 1.3500029e-02 1.8638101e-01
 5.0893825e-01 2.5218976e-01 3.5852049e-02 1.6944627e-03]"
detected_faces\196_face0.jpg,Middle Eastern,Asian,Female,10-19,"[0.03289279 0.01439354 0.22024588 0.0978003  0.2777192  0.01867119
 0.338277  ]",[0.0031954  0.02509452 0.9701226  0.00158754],[0.01249458 0.98750544],"[1.8117735e-05 6.9616148e-03 5.4959947e-01 3.6289537e-01 6.7377336e-02
 1.2573277e-02 4.9231341e-04 7.3307267e-05 9.1868060e-06]"
detected_faces\197_face0.jpg,White,White,Female,30-39,"[9.9060893e-01 4.0076058e-05 1.4940595e-03 2.0490308e-05 4.6893987e-05
 5.8702637e-05 7.7308239e-03]",[9.9985909e-01 8.7596614e-05 1.3726212e-05 3.9594837e-05],[0.12522677 0.87477326],"[2.2889258e-06 1.5050138e-05 1.4657561e-03 6.9387369e-02 4.6517649e-01
 4.1429225e-01 4.6911366e-02 2.6103004e-03 1.3907287e-04]"
detected_faces\198_face0.jpg,Indian,Indian,Female,10-19,"[4.7156613e-04 5.8380928e-04 1.2244415e-02 2.5410254e-05 6.0404721e-04
 9.8502487e-01 1.0458450e-03]",[3.8898663e-04 1.9379008e-03 5.2994129e-04 9.9714321e-01],[0.10831308 0.8916869 ],"[1.1302365e-05 7.6416031e-02 8.4198356e-01 5.4814268e-02 2.1787507e-02
 4.7187433e-03 2.4678104e-04 1.9925998e-05 1.9609602e-06]"
detected_faces\199_face0.jpg,Middle Eastern,White,Female,20-29,"[0.25659937 0.00082954 0.19590534 0.04081549 0.02016101 0.00526056
 0.4804287 ]",[0.9354093  0.0011482  0.05605626 0.0073862 ],[2.0241879e-04 9.9979758e-01],"[4.5111179e-07 1.2471172e-04 2.8521635e-02 7.2997618e-01 2.2739381e-01
 1.3701704e-02 2.7091676e-04 1.0335071e-05 2.4063013e-07]"
detected_faces\19_face0.jpg,Black,Asian,Male,0-2,"[0.0193084  0.6438831  0.22852823 0.00733212 0.03496495 0.05849681
 0.00748634]",[0.26845828 0.11242305 0.464259   0.15485969],[0.6973925  0.30260742],"[9.7770917e-01 2.1805946e-02 1.4232234e-04 1.0679822e-04 1.4773595e-04
 6.6596134e-05 1.8128158e-05 2.9101525e-06 4.2088996e-07]"
detected_faces\1_face0.jpg,East Asian,Asian,Male,40-49,"[2.34285675e-04 2.67643136e-05 6.74365729e-04 8.85887802e-01
 1.12832256e-01 5.21229558e-05 2.92395824e-04]",[5.1681814e-04 2.7540929e-03 9.8820412e-01 8.5249366e-03],[9.9997240e-01 2.7541018e-05],"[4.0749001e-06 7.2957519e-05 2.0635265e-03 2.7172565e-02 2.0992833e-01
 4.2338681e-01 2.9479703e-01 4.1396797e-02 1.1778965e-03]"
detected_faces\200_face0.jpg,Indian,Indian,Male,10-19,"[1.5635155e-03 8.6832943e-04 3.3241961e-02 2.1551239e-04 1.9643765e-03
 9.2464167e-01 3.7504666e-02]",[4.1303802e-03 2.7255210e-04 1.8255380e-03 9.9377155e-01],[0.98112607 0.01887395],"[4.5595647e-05 2.6324022e-01 7.3049897e-01 5.6646345e-03 4.6943410e-04
 7.8591998e-05 1.9640279e-06 5.3829427e-07 3.4326689e-08]"
detected_faces\201_face0.jpg,Latino_Hispanic,Asian,Female,40-49,"[0.19654045 0.00123317 0.48993766 0.1857354  0.05298652 0.00093763
 0.07262902]",[0.33132458 0.04192293 0.62306154 0.003691  ],[0.0075624 0.9924376],"[2.4387973e-06 4.1132320e-05 8.7939459e-04 7.7562332e-03 2.3167327e-01
 4.7243670e-01 2.6898578e-01 1.8080715e-02 1.4439768e-04]"
detected_faces\203_face0.jpg,White,White,Male,20-29,"[9.5749092e-01 1.3054663e-05 6.4790144e-04 7.8270113e-04 3.1770905e-04
 5.0209765e-05 4.0697515e-02]",[9.8487914e-01 5.0943250e-05 1.4960381e-02 1.0962482e-04],[0.96354145 0.03645854],"[6.1227774e-06 4.2410492e-04 1.8865129e-01 6.6933018e-01 1.2464903e-01
 1.5933316e-02 8.6885435e-04 1.2315114e-04 1.3948792e-05]"
detected_faces\204_face0.jpg,East Asian,Asian,Female,30-39,"[6.3814921e-04 3.2011839e-04 1.9144979e-03 7.8829491e-01 2.0806609e-01
 1.5628939e-04 6.0994184e-04]",[3.4389982e-03 3.2204587e-04 9.9616343e-01 7.5552191e-05],[0.00898891 0.991011  ],"[1.0950700e-04 2.7076115e-03 2.2954904e-02 2.8756893e-01 4.8006493e-01
 1.7406785e-01 2.8976452e-02 3.2724440e-03 2.7732539e-04]"
detected_faces\205_face0.jpg,Southeast Asian,Asian,Male,3-9,"[0.02762371 0.00544467 0.3690071  0.14433362 0.42105076 0.0284147
 0.00412548]",[0.07150245 0.04798383 0.56580156 0.31471217],[0.6317963  0.36820376],"[1.4887450e-03 6.7944890e-01 3.0259645e-01 1.4580255e-02 1.6321128e-03
 2.3001197e-04 1.6438240e-05 5.5721971e-06 1.5444565e-06]"
detected_faces\206_face0.jpg,White,White,Female,30-39,"[9.9918735e-01 1.2318311e-06 9.1910500e-05 2.8512495e-05 6.8103600e-06
 5.0096196e-06 6.7925203e-04]",[9.9970472e-01 3.2143903e-06 2.8214368e-04 9.9314339e-06],[0.0048174 0.9951826],"[7.4862680e-07 1.6320628e-05 2.4690779e-03 1.7928886e-01 4.3685380e-01
 3.4118134e-01 3.7475869e-02 2.5894316e-03 1.2451921e-04]"
detected_faces\207_face0.jpg,White,White,Female,20-29,"[5.0037926e-01 8.3806779e-05 2.0913938e-02 1.4947889e-04 8.8100969e-05
 1.6613036e-03 4.7672409e-01]",[9.7312093e-01 3.8211295e-04 6.5346836e-04 2.5843479e-02],[0.00790946 0.9920905 ],"[8.7486775e-08 5.0826809e-05 3.8716394e-02 7.3249030e-01 2.2387680e-01
 4.8194239e-03 4.5069544e-05 1.0408270e-06 3.5861621e-08]"
detected_faces\208_face0.jpg,Indian,Indian,Female,30-39,"[8.3582936e-04 5.9330454e-03 3.5472878e-03 6.4581871e-04 9.1281179e-03
 9.7959524e-01 3.1469276e-04]",[1.1045134e-04 5.2566198e-03 1.5646331e-03 9.9306828e-01],[0.0080187 0.9919813],"[7.6690558e-06 3.1067440e-04 5.4775290e-03 8.8047870e-02 5.4284596e-01
 3.0172148e-01 5.8067691e-02 3.3606635e-03 1.6035381e-04]"
detected_faces\209_face0.jpg,Black,Black,Female,30-39,"[2.9075271e-04 9.4228131e-01 1.5942717e-02 5.6596647e-04 6.3120821e-03
 3.4036007e-02 5.7120679e-04]",[3.5595676e-05 8.9714098e-01 6.5037687e-03 9.6319690e-02],[0.17536901 0.82463104],"[1.7526509e-05 7.6825666e-04 2.4574740e-02 2.8229275e-01 4.3261746e-01
 2.2655678e-01 3.2004815e-02 1.1195191e-03 4.8184505e-05]"
detected_faces\20_face0.jpg,Southeast Asian,Asian,Male,50-59,"[0.00448267 0.00346629 0.03208955 0.31754035 0.6366697  0.00510134
 0.00065003]",[0.00452184 0.00139323 0.9903426  0.00374235],[0.68067163 0.3193284 ],"[4.65585799e-05 1.01403486e-04 2.10512822e-04 2.71609286e-04
 3.74179822e-03 5.69574237e-02 4.34656531e-01 4.31601197e-01
 7.24129230e-02]"
detected_faces\210_face0.jpg,Black,Black,Male,3-9,"[1.4713951e-04 9.9029803e-01 2.6115414e-03 4.4559455e-04 3.1175471e-03
 2.9480450e-03 4.3199427e-04]",[3.2793436e-05 9.7920191e-01 1.8333940e-02 2.4314511e-03],[0.8057378  0.19426222],"[4.8312943e-02 9.1153467e-01 3.6599059e-02 1.3809417e-03 8.4525882e-04
 8.6249062e-04 3.5297370e-04 8.3154147e-05 2.8652361e-05]"
detected_faces\211_face0.jpg,East Asian,Asian,Male,20-29,"[3.4894354e-03 6.6559610e-04 1.3254288e-02 5.5602008e-01 4.2536986e-01
 2.6543756e-04 9.3533983e-04]",[8.1309583e-03 4.3028002e-04 9.9057531e-01 8.6343271e-04],[0.9915375  0.00846252],"[1.4409585e-07 2.0330426e-05 3.0827513e-02 6.6951215e-01 2.8218177e-01
 1.6754553e-02 6.7169504e-04 3.0728781e-05 1.1230403e-06]"
detected_faces\212_face0.jpg,East Asian,Asian,Male,3-9,"[1.5585653e-01 7.7775285e-06 2.0106167e-02 7.6183164e-01 4.8947778e-02
 2.2409685e-04 1.3026007e-02]",[4.3295705e-01 1.5522655e-04 5.6369436e-01 3.1933894e-03],[9.993599e-01 6.401146e-04],"[2.0081559e-02 9.7004795e-01 9.0555726e-03 1.5929273e-04 3.3903576e-04
 2.4115288e-04 6.2078827e-05 1.1526504e-05 1.8350204e-06]"
detected_faces\213_face0.jpg,White,White,Male,40-49,"[8.3066040e-01 6.9819205e-04 5.3295620e-02 2.2420824e-04 5.6769623e-04
 3.1173932e-03 1.1143650e-01]",[9.9344480e-01 2.8551469e-04 1.5370736e-03 4.7325958e-03],[0.9988635  0.00113643],"[7.5784451e-06 2.2309865e-05 3.2321195e-04 1.8342743e-03 5.8303192e-02
 4.8248696e-01 4.2960194e-01 2.6176276e-02 1.2442587e-03]"
detected_faces\214_face0.jpg,Middle Eastern,White,Male,50-59,"[0.25546688 0.00189094 0.08709071 0.00110633 0.00151371 0.01607227
 0.6368591 ]",[0.97100616 0.00657199 0.00384113 0.01858073],[0.93557316 0.0644269 ],"[2.2673795e-04 2.9103941e-04 1.5599227e-03 3.1733594e-03 3.0625390e-02
 2.0134234e-01 4.4960779e-01 2.7294907e-01 4.0224358e-02]"
detected_faces\215_face0.jpg,Latino_Hispanic,Black,Female,30-39,"[0.03076177 0.2143237  0.6670796  0.00072371 0.00552081 0.0712341
 0.01035624]",[0.02522673 0.9103068  0.00228515 0.0621813 ],[2.1359649e-04 9.9978638e-01],"[6.9698501e-08 9.2876753e-06 9.1400910e-03 4.4117305e-01 5.0489050e-01
 4.4025589e-02 7.5306685e-04 8.2300376e-06 8.0618761e-08]"
detected_faces\216_face0.jpg,Indian,Indian,Male,50-59,"[0.01508176 0.07928581 0.09870902 0.00524155 0.03976095 0.7085261
 0.05339485]",[0.01518488 0.28449813 0.04661012 0.6537068 ],[9.9991316e-01 8.6846077e-05],"[1.2167104e-05 2.8409617e-05 6.5582391e-04 2.3772880e-03 1.5030964e-02
 2.1137343e-01 5.9897888e-01 1.6402368e-01 7.5194407e-03]"
